qname	qlength	qstart	qend	strand	tname	tlength	tstart	tend	divergence	mapq	attributes
12	131948	562	1147	+	165024695	885	300	885	0.0291	60	mm:17;ins:0,0;del:0,0;score:500
2	676873	376602	376731	+	165028705	943	814	943	0.0078	60	mm:1;ins:0,0;del:0,0;score:124
6	591782	514054	514171	-	165044402	1219	732	849	0.0171	60	mm:2;ins:0,0;del:0,0;score:107
7	474387	93241	94926	-	165046925	1685	0	1685	0.0000	60	mm:0;ins:0,0;del:0,0;score:1685
2	676873	26417	28834	+	165059091	2417	0	2417	0.0000	60	mm:0;ins:0,0;del:0,0;score:2417
2	676873	379781	380414	+	165063073	2867	0	634	0.0329	60	mm:10;ins:1,5;del:1,6;score:555
3	369480	303216	304383	-	165065896	1623	0	1156	0.0540	60	mm:52;ins:1,11;del:0,0;score:879
1	1238593	887392	887486	+	165069719	969	598	692	0.0000	60	mm:0;ins:0,0;del:0,0;score:94
17	150032	24960	25068	+	165073965	1465	0	108	0.0000	47	mm:0;ins:0,0;del:0,0;score:108
7	474387	183457	183565	-	165073965	1465	0	108	0.0000	47	mm:0;ins:0,0;del:0,0;score:108
11	237718	0	108	-	165073965	1465	0	108	0.0000	47	mm:0;ins:0,0;del:0,0;score:108
17	150032	14056	15521	-	165073965	1465	0	1465	0.0000	60	mm:0;ins:0,0;del:0,0;score:1465
1	1238593	413337	413530	+	165073967	1407	830	1023	0.0155	6	mm:3;ins:0,0;del:0,0;score:178
1	1238593	84501	85776	+	165076380	1275	0	1275	0.0000	60	mm:0;ins:0,0;del:0,0;score:1275
1	1238593	82995	84270	-	165076380	1275	0	1275	0.0000	60	mm:0;ins:0,0;del:0,0;score:1275
1	1238593	641920	643067	+	165082413	1332	0	1121	0.0470	60	mm:26;ins:3,27;del:1,1;score:938
11	237718	70447	72268	+	165086725	1821	0	1821	0.0000	60	mm:0;ins:0,0;del:0,0;score:1821
15	103233	102003	102963	+	165103804	960	0	960	0.0000	60	mm:0;ins:0,0;del:0,0;score:960
23	48977	17300	18260	+	165103804	960	0	960	0.0000	60	mm:0;ins:0,0;del:0,0;score:960
23	48977	1347	2307	-	165103804	960	0	960	0.0000	60	mm:0;ins:0,0;del:0,0;score:960
6	591782	307466	307556	+	165112252	1783	68	158	0.0111	60	mm:1;ins:0,0;del:0,0;score:85
10	150036	93499	94478	+	165120684	979	0	979	0.0000	60	mm:0;ins:0,0;del:0,0;score:979
6	591782	539990	541819	-	165135246	2889	320	2148	0.0787	60	mm:143;ins:1,1;del:0,0;score:1106
21	33754	3100	4729	-	165157052	1678	0	1629	0.0000	60	mm:0;ins:0,0;del:0,0;score:1629
6	591782	182016	182966	-	165157083	1742	792	1742	0.0147	60	mm:14;ins:0,0;del:0,0;score:880
12	131948	70341	71368	+	165158028	1012	0	1012	0.0243	60	mm:10;ins:1,15;del:0,0;score:941
6	591782	75391	77677	-	165160687	2286	0	2286	0.0000	60	mm:0;ins:0,0;del:0,0;score:2286
7	474387	103117	104308	+	165163774	1190	0	1190	0.0202	60	mm:23;ins:1,1;del:0,0;score:1068
1	1238593	919695	921562	+	165174454	2742	0	1867	0.0027	60	mm:5;ins:0,0;del:0,0;score:1842
11	237718	148778	148856	+	165181461	1634	881	959	0.0000	60	mm:0;ins:0,0;del:0,0;score:78
1	1238593	407559	407836	+	165201958	1321	180	457	0.0000	0	mm:0;ins:0,0;del:0,0;score:277
5	308816	264900	265958	+	165206330	1058	0	1058	0.0151	60	mm:16;ins:0,0;del:0,0;score:978
4	319932	102675	103101	+	165208047	1145	500	926	0.0023	60	mm:1;ins:0,0;del:0,0;score:421
1	1238593	5048	5756	-	165209004	964	0	708	0.0127	60	mm:9;ins:0,0;del:0,0;score:663
2	676873	482374	483185	+	165210667	830	0	830	0.0527	60	mm:15;ins:1,5;del:1,24;score:690
5	308816	58338	58750	+	165213122	804	0	412	0.0121	60	mm:5;ins:0,0;del:0,0;score:387
1	1238593	985933	986194	-	165217564	1301	605	866	0.0115	57	mm:3;ins:0,0;del:0,0;score:246
7	474387	351612	351851	+	165223582	850	16	255	0.0251	60	mm:6;ins:0,0;del:0,0;score:209
12	131948	119539	120520	-	165227938	1719	733	1719	0.0467	60	mm:41;ins:0,0;del:1,5;score:765
9	183372	134830	135020	+	165254096	2137	164	354	0.0263	60	mm:5;ins:0,0;del:0,0;score:165
1	1238593	956037	956902	+	165265782	1002	0	865	0.0081	60	mm:7;ins:0,0;del:0,0;score:830
4	319932	34554	34956	-	165266809	929	532	929	0.0124	60	mm:0;ins:1,5;del:0,0;score:386
1	1238593	684399	684628	+	165270759	1321	0	229	0.0175	60	mm:4;ins:0,0;del:0,0;score:209
1	1238593	862758	863679	+	165270759	1321	400	1321	0.0174	60	mm:16;ins:0,0;del:0,0;score:841
27	13983	2227	3148	+	165270759	1321	400	1321	0.0174	60	mm:16;ins:0,0;del:0,0;score:841
27	13983	10032	10953	-	165270759	1321	400	1321	0.0174	60	mm:16;ins:0,0;del:0,0;score:841
9	183372	37130	40770	-	165273615	3640	0	3640	0.0000	60	mm:0;ins:0,0;del:0,0;score:3640
5	308816	165205	166563	+	165299302	1358	0	1358	0.0000	60	mm:0;ins:0,0;del:0,0;score:1358
12	131948	81515	81954	-	165300949	992	0	440	0.0273	60	mm:11;ins:0,0;del:1,1;score:377
10	150036	149652	149729	+	165308120	1024	144	221	0.0260	60	mm:2;ins:0,0;del:0,0;score:67
1	1238593	1199459	1199563	+	165319573	1266	603	707	0.0385	60	mm:4;ins:0,0;del:0,0;score:84
6	591782	151824	151989	-	165319690	1116	419	584	0.0424	0	mm:7;ins:0,0;del:0,0;score:130
8	284015	45285	45960	+	165324734	4165	0	675	0.0015	60	mm:1;ins:0,0;del:0,0;score:670
20	62468	15823	16172	+	165331950	998	649	998	0.0201	60	mm:7;ins:0,0;del:0,0;score:314
1	1238593	225030	225333	-	165337050	778	0	303	0.0297	49	mm:9;ins:0,0;del:0,0;score:258
2	676873	535371	535857	-	165338242	1710	0	486	0.0000	27	mm:0;ins:0,0;del:0,0;score:486
1	1238593	260161	261885	-	165338486	1724	0	1724	0.0000	60	mm:0;ins:0,0;del:0,0;score:1724
11	237718	201402	201837	+	165339166	1750	877	1312	0.0230	12	mm:10;ins:0,0;del:0,0;score:385
8	284015	26749	26853	+	165346009	1078	818	921	0.0481	0	mm:4;ins:1,1;del:0,0;score:76
8	284015	35714	35872	+	165346569	981	0	158	0.0190	29	mm:3;ins:0,0;del:0,0;score:143
7	474387	470318	472066	+	165355340	1717	0	1717	0.0637	60	mm:63;ins:3,40;del:2,9;score:1314
10	150036	24325	24456	+	165365659	1690	96	227	0.0000	60	mm:0;ins:0,0;del:0,0;score:131
7	474387	338477	339280	-	165368977	3168	1598	2370	0.0648	17	mm:21;ins:2,31;del:0,0;score:624
14	116408	97700	98036	+	165374329	1489	0	336	0.0119	60	mm:4;ins:0,0;del:0,0;score:316
1	1238593	341135	342786	+	165382955	1792	163	1792	0.0569	60	mm:37;ins:1,40;del:4,18;score:1338
3	369480	150489	150701	-	165395939	9107	4921	5133	0.0519	0	mm:11;ins:0,0;del:0,0;score:157
2	676873	104015	104164	-	165396360	15483	1428	1559	0.1342	60	mm:2;ins:1,18;del:0,0;score:97
5	308816	2280	3673	+	165396849	1587	210	1587	0.0366	60	mm:35;ins:1,16;del:0,0;score:1180
1	1238593	383210	385196	-	165397963	1986	0	1986	0.0000	60	mm:0;ins:0,0;del:0,0;score:1986
21	33754	2643	2979	+	165399788	2971	212	517	0.1183	60	mm:5;ins:2,33;del:1,2;score:225
6	591782	361524	361724	+	165405744	1493	857	1057	0.0250	60	mm:5;ins:0,0;del:0,0;score:175
7	474387	388516	389141	-	165412953	1624	0	630	0.0286	60	mm:13;ins:0,0;del:1,5;score:549
7	474387	387748	388416	-	165412953	1624	956	1624	0.0030	60	mm:2;ins:0,0;del:0,0;score:658
12	131948	110473	110639	-	165418193	1648	1116	1282	0.0241	0	mm:4;ins:0,0;del:0,0;score:146
1	1238593	1008194	1008486	+	165429250	2927	449	735	0.0514	16	mm:9;ins:1,6;del:0,0;score:229
3	369480	331420	331672	+	165433070	1064	168	420	0.0000	60	mm:0;ins:0,0;del:0,0;score:252
1	1238593	985600	985933	-	165441246	4448	566	899	0.0090	60	mm:3;ins:0,0;del:0,0;score:318
1	1238593	918086	918314	+	165441246	4448	2643	2841	0.1579	5	mm:6;ins:1,30;del:0,0;score:132
17	150032	29865	31349	+	165443336	1440	5	1440	0.0746	60	mm:54;ins:4,53;del:1,4;score:1074
23	48977	48846	48977	-	165463318	1064	198	329	0.0000	60	mm:0;ins:0,0;del:0,0;score:131
9	183372	157953	158465	-	165463467	1791	1162	1674	0.0215	60	mm:11;ins:0,0;del:0,0;score:457
15	103233	37399	38105	-	165469309	1414	170	856	0.0552	60	mm:19;ins:2,20;del:0,0;score:559
9	183372	15051	15734	-	165479163	1919	1243	1919	0.0322	16	mm:15;ins:2,7;del:0,0;score:582
1	1238593	841445	841679	+	165495167	858	56	290	0.0000	60	mm:0;ins:0,0;del:0,0;score:234
13	131654	3778	4012	-	165495167	858	56	290	0.0000	60	mm:0;ins:0,0;del:0,0;score:234
19	62488	58603	58837	-	165495167	858	56	290	0.0000	60	mm:0;ins:0,0;del:0,0;score:234
24	14473	12374	14344	-	165537991	1970	0	1970	0.0000	60	mm:0;ins:0,0;del:0,0;score:1970
1	1238593	380468	380877	-	165541141	3574	3163	3574	0.0146	60	mm:4;ins:0,0;del:1,2;score:381
5	308816	25398	26751	-	165546450	1358	0	1358	0.0162	60	mm:17;ins:0,0;del:1,5;score:1257
6	591782	77515	77981	-	165551127	1356	890	1356	0.0365	60	mm:17;ins:0,0;del:0,0;score:381
11	237718	41727	43491	-	165552022	1764	0	1764	0.0000	60	mm:0;ins:0,0;del:0,0;score:1764
7	474387	242138	242249	+	165552429	1984	1410	1521	0.0541	60	mm:6;ins:0,0;del:0,0;score:81
2	676873	382672	382858	-	165558967	920	0	186	0.0215	60	mm:4;ins:0,0;del:0,0;score:166
13	131654	50081	50587	-	165568661	1069	32	537	0.0336	60	mm:16;ins:1,1;del:0,0;score:418
14	116408	45179	45622	-	165574213	2024	200	643	0.0023	60	mm:1;ins:0,0;del:0,0;score:438
5	308816	278377	279594	+	165575595	1217	0	1217	0.0000	60	mm:0;ins:0,0;del:0,0;score:1217
1	1238593	1067529	1069158	+	165578162	1629	0	1629	0.0000	60	mm:0;ins:0,0;del:0,0;score:1629
8	284015	103641	104582	-	165592291	1390	0	941	0.0138	60	mm:13;ins:0,0;del:0,0;score:876
2	676873	535788	536078	-	165595515	1862	1572	1862	0.0103	60	mm:3;ins:0,0;del:0,0;score:275
10	150036	8698	8814	-	165597253	1966	1850	1966	0.0086	60	mm:1;ins:0,0;del:0,0;score:111
1	1238593	51682	52616	+	165599753	1283	357	1283	0.0225	60	mm:11;ins:2,9;del:1,1;score:842
3	369480	349306	349390	-	165619865	604	520	604	0.0000	60	mm:0;ins:0,0;del:0,0;score:84
1	1238593	1117326	1118094	+	165621540	1482	714	1482	0.0130	60	mm:10;ins:0,0;del:0,0;score:718
6	591782	26526	27160	-	165634917	1541	0	634	0.0174	60	mm:11;ins:0,0;del:0,0;score:579
13	131654	77503	78076	-	165649347	5186	247	846	0.1531	60	mm:38;ins:2,15;del:2,41;score:288
10	150036	140120	141289	+	165652050	1169	0	1169	0.0111	60	mm:13;ins:0,0;del:0,0;score:1104
1	1238593	170498	170653	+	165652449	1925	1471	1626	0.0065	48	mm:1;ins:0,0;del:0,0;score:150
5	308816	112086	112165	-	165661093	683	374	453	0.0127	60	mm:1;ins:0,0;del:0,0;score:74
11	237718	100693	102171	+	165661597	1478	0	1478	0.0000	60	mm:0;ins:0,0;del:0,0;score:1478
2	676873	646099	646507	+	165665096	1619	1133	1542	0.0318	60	mm:12;ins:0,0;del:1,1;score:341
12	131948	30899	31962	-	165669603	1781	723	1781	0.0169	60	mm:13;ins:1,5;del:0,0;score:982
7	474387	101709	101990	+	165672333	6235	0	281	0.0107	60	mm:3;ins:0,0;del:0,0;score:266
3	369480	158224	158361	+	165690751	1431	0	137	0.0146	60	mm:2;ins:0,0;del:0,0;score:127
2	676873	502229	502727	-	165709626	1801	1303	1801	0.0020	60	mm:1;ins:0,0;del:0,0;score:493
13	131654	34162	34272	+	165711762	1694	941	1051	0.0636	8	mm:7;ins:0,0;del:0,0;score:75
7	474387	221595	223825	+	165731661	2230	0	2230	0.0000	60	mm:0;ins:0,0;del:0,0;score:2230
6	591782	188515	188889	-	165754155	1603	930	1304	0.0292	60	mm:5;ins:1,3;del:2,3;score:322
6	591782	343974	344096	-	165754155	1603	1303	1427	0.0242	60	mm:1;ins:0,0;del:1,2;score:109
6	591782	502726	502869	-	165754339	1165	1022	1165	0.0070	41	mm:1;ins:0,0;del:0,0;score:138
6	591782	571570	571761	+	165763200	813	52	243	0.0262	4	mm:5;ins:0,0;del:0,0;score:166
1	1238593	1175328	1175462	+	165764976	1893	1112	1246	0.0000	8	mm:0;ins:0,0;del:0,0;score:134
5	308816	210657	210755	+	165766992	1237	1022	1120	0.0000	23	mm:0;ins:0,0;del:0,0;score:98
1	1238593	1148409	1148507	-	165766992	1237	1022	1120	0.0000	23	mm:0;ins:0,0;del:0,0;score:98
1	1238593	636977	638270	-	165767962	1298	0	1288	0.0247	60	mm:27;ins:1,5;del:0,0;score:1142
6	591782	287362	287693	-	165772733	1221	329	643	0.0755	22	mm:8;ins:1,17;del:0,0;score:251
5	308816	238768	238921	+	165782933	2295	2142	2295	0.0131	60	mm:2;ins:0,0;del:0,0;score:143
15	103233	6571	9174	+	165798560	5478	0	2603	0.0200	60	mm:52;ins:0,0;del:0,0;score:2343
6	591782	5130	5492	-	165802413	4036	0	362	0.0083	60	mm:3;ins:0,0;del:0,0;score:347
10	150036	133431	134332	-	165802413	4036	354	1255	0.0166	60	mm:15;ins:0,0;del:0,0;score:826
2	676873	6025	6403	+	165802413	4036	3423	3791	0.0529	60	mm:10;ins:2,10;del:0,0;score:296
1	1238593	320087	322502	-	165812782	2415	0	2415	0.0000	60	mm:0;ins:0,0;del:0,0;score:2415
7	474387	296281	297096	+	165828351	916	104	916	0.0123	60	mm:7;ins:1,3;del:0,0;score:768
1	1238593	94125	96633	-	165839031	2508	0	2508	0.0000	60	mm:0;ins:0,0;del:0,0;score:2508
1	1238593	1188290	1189291	+	165853178	1107	0	1001	0.0110	60	mm:11;ins:0,0;del:0,0;score:946
4	319932	87029	87137	+	165858851	1593	1485	1593	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
13	131654	58020	58177	-	165877470	1912	600	757	0.0064	60	mm:1;ins:0,0;del:0,0;score:152
15	103233	83165	83370	+	165893201	799	503	708	0.0293	0	mm:6;ins:0,0;del:0,0;score:175
7	474387	359040	359273	+	165895032	940	707	940	0.0215	60	mm:5;ins:0,0;del:0,0;score:208
1	1238593	1222628	1224028	-	165899396	1570	167	1567	0.0279	26	mm:39;ins:0,0;del:0,0;score:1205
4	319932	65490	65665	+	165900624	1865	743	924	0.0497	52	mm:3;ins:0,0;del:1,6;score:148
8	284015	141243	141490	+	165913488	1208	0	247	0.0243	60	mm:6;ins:0,0;del:0,0;score:217
2	676873	669781	670038	-	165913488	1208	279	536	0.0389	60	mm:10;ins:0,0;del:0,0;score:207
18	87812	29156	29592	+	165916512	1253	384	820	0.0321	26	mm:14;ins:0,0;del:0,0;score:366
11	237718	76452	77541	-	165918122	1089	0	1089	0.0000	60	mm:0;ins:0,0;del:0,0;score:1089
3	369480	141709	141880	-	165924927	1575	1271	1443	0.0349	60	mm:5;ins:0,0;del:1,1;score:139
3	369480	6598	6769	-	165924927	1575	1271	1443	0.0349	60	mm:5;ins:0,0;del:1,1;score:139
11	237718	194481	196464	-	165945876	6832	3780	5768	0.0297	60	mm:52;ins:1,1;del:2,6;score:1697
2	676873	608840	609718	+	165955562	1441	0	875	0.0182	60	mm:13;ins:1,3;del:0,0;score:801
4	319932	293219	294060	+	165977526	2555	143	939	0.1387	0	mm:53;ins:3,55;del:2,10;score:426
2	676873	206189	206275	-	165979596	923	747	833	0.0116	60	mm:1;ins:0,0;del:0,0;score:81
3	369480	40749	41151	-	165981294	1501	225	627	0.0249	60	mm:10;ins:0,0;del:0,0;score:352
1	1238593	890337	890471	-	166000436	883	312	446	0.0299	9	mm:4;ins:0,0;del:0,0;score:114
4	319932	78675	80536	+	166002769	1861	0	1861	0.0000	60	mm:0;ins:0,0;del:0,0;score:1861
7	474387	446383	448017	+	166018381	1635	0	1635	0.0214	60	mm:34;ins:0,0;del:1,1;score:1457
1	1238593	1008600	1008725	-	166023973	1782	30	160	0.0615	60	mm:3;ins:0,0;del:1,5;score:99
4	319932	64343	64597	+	166053283	1978	1558	1812	0.0118	47	mm:3;ins:0,0;del:0,0;score:239
6	591782	486256	488195	+	166053459	1939	0	1939	0.0036	60	mm:7;ins:0,0;del:0,0;score:1904
16	107813	103845	104340	-	166075621	2706	1590	2085	0.0162	60	mm:8;ins:0,0;del:0,0;score:455
1	1238593	952449	952974	+	166081841	1824	1299	1824	0.0038	60	mm:2;ins:0,0;del:0,0;score:515
1	1238593	399257	399488	-	166082191	1328	116	347	0.0087	9	mm:2;ins:0,0;del:0,0;score:221
4	319932	252735	252843	+	166083740	1831	1723	1831	0.0000	60	mm:0;ins:0,0;del:0,0;score:108
9	183372	157624	157739	-	166085001	1295	187	296	0.0696	60	mm:2;ins:1,6;del:0,0;score:87
5	308816	188936	189219	+	166086561	915	0	288	0.0347	60	mm:5;ins:0,0;del:1,5;score:247
19	62488	631	2236	+	166108831	4508	2787	4420	0.0606	60	mm:67;ins:2,2;del:2,30;score:1212
2	676873	49521	49915	-	166110970	4339	3447	3841	0.0329	60	mm:11;ins:1,1;del:1,1;score:324
1	1238593	60774	61256	+	166126899	1762	1280	1762	0.0124	60	mm:6;ins:0,0;del:0,0;score:452
1	1238593	344083	344466	-	166138984	908	0	382	0.0836	60	mm:31;ins:1,1;del:0,0;score:220
12	131948	20551	21206	-	166157508	1708	0	655	0.0046	60	mm:3;ins:0,0;del:0,0;score:640
7	474387	350070	351206	+	166158018	2246	891	2027	0.0211	60	mm:24;ins:0,0;del:0,0;score:1016
7	474387	118390	118589	-	166158018	2246	2047	2246	0.0151	60	mm:3;ins:0,0;del:0,0;score:184
16	107813	96364	99646	-	166178337	3280	0	3280	0.0627	15	mm:202;ins:1,3;del:1,1;score:2253
1	1238593	943033	946752	+	166179795	3719	0	3719	0.0000	60	mm:0;ins:0,0;del:0,0;score:3719
22	29686	13004	15896	-	166182581	2892	0	2892	0.0000	60	mm:0;ins:0,0;del:0,0;score:2892
9	183372	169401	169474	-	166207241	2156	1918	1991	0.0000	60	mm:0;ins:0,0;del:0,0;score:73
5	308816	53117	54830	-	166208981	4317	2628	4310	0.0426	1	mm:42;ins:1,31;del:0,0;score:1435
6	591782	186375	187406	-	166218756	1390	368	1390	0.0647	0	mm:48;ins:4,14;del:2,5;score:722
10	150036	89649	92102	-	166282153	2453	0	2453	0.0000	60	mm:0;ins:0,0;del:0,0;score:2453
12	131948	121363	125596	-	166289025	8643	4447	8530	0.1241	60	mm:347;ins:13,165;del:5,15;score:2045
19	62488	9289	9464	-	166310779	3146	1577	1752	0.0800	0	mm:14;ins:0,0;del:0,0;score:105
2	676873	47734	47880	+	166315295	2166	1725	1871	0.0000	60	mm:0;ins:0,0;del:0,0;score:146
1	1238593	1088947	1089561	+	166327024	6158	2410	3024	0.0407	0	mm:25;ins:0,0;del:0,0;score:489
11	237718	223784	225012	+	166329453	1228	0	1228	0.0000	60	mm:0;ins:0,0;del:0,0;score:1228
17	150032	6914	8264	-	166372456	6135	4785	6135	0.0007	60	mm:1;ins:0,0;del:0,0;score:1345
2	676873	46767	46880	-	166372699	2516	2408	2516	0.0442	60	mm:0;ins:1,5;del:0,0;score:97
4	319932	37815	37886	+	166388237	968	147	218	0.0000	60	mm:0;ins:0,0;del:0,0;score:71
4	319932	37907	38574	+	166388237	968	301	968	0.0060	60	mm:4;ins:0,0;del:0,0;score:647
1	1238593	1155013	1155124	+	166389285	1633	944	1055	0.0180	0	mm:2;ins:0,0;del:0,0;score:101
1	1238593	340097	341583	-	166392204	2384	898	2384	0.0007	60	mm:1;ins:0,0;del:0,0;score:1481
9	183372	46039	46542	+	166407186	3518	3015	3518	0.0020	60	mm:1;ins:0,0;del:0,0;score:498
7	474387	395731	396235	+	166408359	2427	4	508	0.0278	60	mm:14;ins:0,0;del:0,0;score:434
7	474387	211686	212698	+	166416115	1755	93	1110	0.0816	0	mm:78;ins:0,0;del:1,5;score:611
1	1238593	141093	141784	+	166461274	3228	0	691	0.0043	60	mm:3;ins:0,0;del:0,0;score:676
1	1238593	117921	118612	-	166461274	3228	0	691	0.0043	60	mm:3;ins:0,0;del:0,0;score:676
1	1238593	143266	143957	-	166461274	3228	0	691	0.0043	60	mm:3;ins:0,0;del:0,0;score:676
7	474387	128924	130767	-	166541098	1829	0	1829	0.0307	60	mm:21;ins:1,25;del:2,11;score:1659
1	1238593	870775	870913	-	166548210	1649	1511	1649	0.0145	42	mm:2;ins:0,0;del:0,0;score:128
6	591782	270394	270713	-	166652485	2998	2679	2998	0.0125	60	mm:4;ins:0,0;del:0,0;score:299
4	319932	188257	188922	-	166672568	4010	2285	2950	0.0731	60	mm:39;ins:1,5;del:2,5;score:437
3	369480	167482	168274	-	166672568	4010	3218	4010	0.0025	60	mm:2;ins:0,0;del:0,0;score:782
11	237718	146461	148797	+	166709571	18215	843	3183	0.0572	13	mm:126;ins:1,2;del:2,6;score:1678
7	474387	460505	460630	-	166768506	3156	1796	1914	0.0880	0	mm:4;ins:1,7;del:0,0;score:85
10	150036	64575	66619	-	166770437	2044	0	2044	0.0098	60	mm:20;ins:0,0;del:0,0;score:1944
14	116408	13813	14509	+	166774015	10436	9376	10072	0.1078	60	mm:75;ins:0,0;del:0,0;score:321
4	319932	232033	232958	+	166779330	2740	0	925	0.0011	60	mm:1;ins:0,0;del:0,0;score:920
11	237718	14025	14187	-	166843232	2755	2593	2755	0.0123	60	mm:2;ins:0,0;del:0,0;score:152
18	87812	68426	68994	+	166845577	1219	607	1175	0.0211	2	mm:12;ins:0,0;del:0,0;score:508
11	237718	47672	47871	-	166849375	2825	2624	2824	0.0950	38	mm:18;ins:0,0;del:1,1;score:102
14	116408	70402	70634	+	166890276	1362	400	632	0.0000	60	mm:0;ins:0,0;del:0,0;score:232
2	676873	39295	39762	+	166894052	1228	653	1120	0.0043	60	mm:2;ins:0,0;del:0,0;score:457
3	369480	93762	93975	+	166903014	936	723	936	0.0094	60	mm:2;ins:0,0;del:0,0;score:203
7	474387	102678	102796	+	166922384	1018	373	491	0.0169	0	mm:2;ins:0,0;del:0,0;score:108
6	591782	445436	445515	+	166940965	1920	861	940	0.0127	60	mm:1;ins:0,0;del:0,0;score:74
9	183372	60171	60496	+	166944310	4147	3625	3950	0.0062	60	mm:2;ins:0,0;del:0,0;score:315
2	676873	541455	541582	-	166978208	2582	1124	1251	0.0709	60	mm:9;ins:0,0;del:0,0;score:82
1	1238593	1229835	1229938	-	166991683	1154	447	550	0.0000	0	mm:0;ins:0,0;del:0,0;score:103
6	591782	288731	288936	+	166995430	5047	1878	2084	0.0577	60	mm:7;ins:1,2;del:2,3;score:145
3	369480	40479	40647	-	166995668	900	591	759	0.0060	60	mm:1;ins:0,0;del:0,0;score:163
1	1238593	200409	200907	+	167020345	2573	2075	2573	0.0060	60	mm:3;ins:0,0;del:0,0;score:483
23	48977	25870	26212	-	167036196	1445	920	1262	0.0146	60	mm:5;ins:0,0;del:0,0;score:317
1	1238593	285354	285608	+	167101077	2285	1766	2020	0.0157	0	mm:4;ins:0,0;del:0,0;score:234
8	284015	259330	259466	+	167130118	1622	1076	1210	0.0441	0	mm:4;ins:2,2;del:0,0;score:100
7	474387	460147	460497	-	167140031	4213	3613	3963	0.0143	60	mm:5;ins:0,0;del:0,0;score:325
7	474387	169097	169436	-	167146639	2967	486	842	0.0836	60	mm:7;ins:3,3;del:1,20;score:254
7	474387	42759	42918	-	167152813	6533	5998	6157	0.0126	60	mm:2;ins:0,0;del:0,0;score:149
1	1238593	147683	148586	+	167159817	13741	10121	11008	0.0609	60	mm:39;ins:3,16;del:0,0;score:658
1	1238593	122338	123241	+	167159817	13741	10121	11008	0.0609	60	mm:39;ins:3,16;del:0,0;score:658
1	1238593	136464	137367	-	167159817	13741	10121	11008	0.0609	60	mm:39;ins:3,16;del:0,0;score:658
2	676873	114221	116789	-	167162255	2568	0	2568	0.0000	60	mm:0;ins:0,0;del:0,0;score:2568
1	1238593	979032	979292	-	167183752	1825	1438	1698	0.0462	7	mm:12;ins:0,0;del:0,0;score:200
1	1238593	181346	183661	-	167185097	6326	3848	6172	0.0993	60	mm:216;ins:2,3;del:3,12;score:1187
13	131654	102282	103401	-	167213500	4900	0	1094	0.0268	60	mm:5;ins:2,25;del:0,0;score:1032
6	591782	499562	499721	+	167214680	5475	4171	4330	0.0000	60	mm:0;ins:0,0;del:0,0;score:159
23	48977	41313	41478	+	167216327	6093	5506	5671	0.0242	60	mm:4;ins:0,0;del:0,0;score:145
4	319932	111943	112463	-	167263707	5063	1494	2013	0.0115	60	mm:5;ins:1,1;del:0,0;score:487
4	319932	280604	281670	+	167276505	2752	3	1069	0.0291	60	mm:31;ins:0,0;del:0,0;score:911
13	131654	58365	59241	+	167282921	5858	1457	2333	0.0240	25	mm:21;ins:0,0;del:0,0;score:771
11	237718	18664	20907	+	167282921	5858	2483	4732	0.0239	60	mm:36;ins:1,6;del:3,12;score:2015
11	237718	185259	186343	-	167286863	4409	1859	2943	0.0185	60	mm:20;ins:0,0;del:0,0;score:984
20	62468	54878	55293	+	167290604	4142	0	402	0.0482	60	mm:7;ins:1,13;del:0,0;score:348
12	131948	40076	40285	-	167338756	5838	4785	4994	0.0000	60	mm:0;ins:0,0;del:0,0;score:209
1	1238593	204657	204959	-	167356615	3898	1935	2237	0.0033	60	mm:1;ins:0,0;del:0,0;score:297
5	308816	14798	15372	+	167363952	1365	728	1343	0.0828	60	mm:8;ins:1,1;del:3,42;score:466
21	33754	1169	1230	-	167363952	1365	1073	1134	0.0000	60	mm:0;ins:0,0;del:0,0;score:61
17	150032	133584	133719	+	167363952	1365	1208	1343	0.0074	60	mm:1;ins:0,0;del:0,0;score:130
16	107813	9405	10572	-	167407388	2463	0	1172	0.0282	60	mm:28;ins:0,0;del:1,5;score:1016
18	87812	28473	29343	+	167407388	2463	1611	2463	0.0310	60	mm:9;ins:1,18;del:0,0;score:783
3	369480	333995	334080	+	167423472	1793	242	327	0.0000	60	mm:0;ins:0,0;del:0,0;score:85
2	676873	46618	46817	+	167436562	4127	3769	3968	0.0151	6	mm:3;ins:0,0;del:0,0;score:184
1	1238593	993472	996195	+	167458022	8280	3251	5852	0.1123	0	mm:163;ins:6,133;del:2,11;score:1577
